name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,ID_Kelurahan 
Takoyaki Kenzie,"3MH2+2C8, Jalan Babakan Sari, Babakan Sari",-6.9224546,107.6510983,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.1_1
Pujiyanto,"Jalan Hantap Raya No.22, Babakan Surabaya",-6.9142237,107.6477024,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Ayam bakar SBY,"Jalan Hantap Raya No.22, Babakan Surabaya",-6.9142191,107.6476796,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Bakso Mas Ehe,"Hantap Raya, Gang Cangkring No.RT.03/12, Babakan Surabaya",-6.9139954,107.6480386,OPERATIONAL,4.2,61,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Warung nasi bu lilis,"3JPX+36F, Babakan Surabaya",-6.914789,107.64807,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Seblak 81 Khas Garut,"Jalan Hantap Raya No.27, Babakan Surabaya",-6.9148722,107.6478326,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Roti Lumpurr,"Jalan Hantap Raya Gg.Gempol RT06RW14 No.kel, Babakan Surabaya",-6.9148762,107.6480445,OPERATIONAL,4.8,13,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Ayam Goang,"Jalan Terusan Jakarta No.24, Babakan Surabaya",-6.9133864,107.6480988,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Mie Ayam bakso Sarjan 2 MAS Ali (sejak 1995),"Jalan Terusan Jakarta Jalan Hantap Raya No.:25, RT.:02/RW:14/RW.14",-6.9146572,107.648535,CLOSED_TEMPORARILY,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Nasi Goreng Putra Riziq,"Jalan Terusan Jakarta No.19, Babakan Surabaya",-6.913311,107.6476724,CLOSED_TEMPORARILY,2.6,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
NINA,"3JMX+X7R, Babakan Surabaya",-6.9150201,107.64815,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Sate Jembatan Madura,"Jalan Terusan Jakarta No.20 c, Babakan Surabaya",-6.9133787,107.6473622,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Nasi Kuning Ibu Popon,"Jalan Terusan Jakarta No.30A, Babakan Surabaya",-6.9132918,107.6482496,OPERATIONAL,4.7,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Rumah Makan Cikawao Antapani,"Jalan Terusan Jakarta No.30A, Babakan Surabaya",-6.9132918,107.6482496,OPERATIONAL,3,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.21.2_1
Omay Otin H.darussalam,"3HFQ+2R6, Babakan Tarogong",-6.927462,107.589507,OPERATIONAL,4.4,25,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.10.2_1
Gelora's Coffee and Kitchen,"Jalan Terusan Pasirkoja No.68, Babakan Tarogong",-6.9261206,107.5942575,OPERATIONAL,4.5,26,"cafe, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.10.2_1
Sop Buah Ibu Nolis,"3HCR+VF6, Babakan Tarogong",-6.9278454,107.5911421,OPERATIONAL,4.5,22,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.10.2_1
Pecel lele mas mukarom,"Jalan Soekarno-Hatta, Babakan",-6.9325915,107.5764718,OPERATIONAL,4.1,21,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
WM Rumah Kue & Kopi (illy cafe),"Jalan Sumber Asih No.6 No. 12, Babakan",-6.9343174,107.5725604,CLOSED_TEMPORARILY,4.2,118,"cafe, store, restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.1_1
Putra minang,"Jl. Mekarsari Blok Agersari, RT.09/RW.10, Babakan",-6.934605,107.5754376,OPERATIONAL,4.5,24,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
"Warung Sate & Gule ""Sinta""","Jalan Sumber Mekar No.39, Babakan",-6.9341679,107.5757395,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Soto Dan Bubur Ayam Anugerah,"3H8G+29V, Blok Ager Sari, Jalan Polisi RT.09/RW.10, Babakan",-6.9348764,107.5759308,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Serabi Solo,"Jalan Sumber Mekar No.35-5, Babakan",-6.9337757,107.575869,OPERATIONAL,4.1,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Jus dan sop buat murmer bnyk varian rasa enak pula,"3H8F+3VQ, Jalan Sumber Mekar, Babakan",-6.9347795,107.5747237,OPERATIONAL,1,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Cireng isi HADI,"Blok agersari RT.07/RW.10, Babakan",-6.9347297,107.5763238,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
YD1CEV,"Jalan Polisi Gang Haji Hasan I No.3, RT.03/RW.10, Babakan",-6.9342293,107.5763643,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Batagor Abah Bandung,"3H8G+J6G, Jalan Sumber Mekar, Babakan",-6.9334448,107.575585,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Nasi Liwet Solo,"Jalan Sumber Mekar No.35-5, Babakan",-6.9335239,107.5759499,OPERATIONAL,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Warung ibu susilawati,"3H8G+M73, Kp babakan cisarua",-6.9333749,107.5756649,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Bakso mercon,"3H8G+M73, Babakan",-6.9333749,107.5756649,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
REZA ARABIC STORE,"pasir randu, Babakan",-6.9333749,107.5756649,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.1_1
Ichi Bento - Yogya Kepatihan,"Yogya kepatihan 4th Floor, JL. Dewi Sartika, No 18, Kepatihan, Bandung, Balonggede",-6.923722,107.6059129,OPERATIONAL,3.6,22,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.2_1
Dunkin' Donuts,"Jalan Dalem Kaum No.57, Balonggede",-6.9222494,107.6060357,OPERATIONAL,4.4,458,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Bakmi Parahyangan - Dalem Kaum,"Jalan Dalem Kaum No.12, Balonggede",-6.9221996,107.6043265,OPERATIONAL,4.2,505,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.2_1
Warung Nasi Ibu Imas,Jalan Balonggede No.67 / 48 / 38 / 93,-6.9259184,107.6072671,OPERATIONAL,4.5,23386,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Jopankar,"Jalan Ciguriang No.1, Balonggede",-6.9224349,107.6046779,OPERATIONAL,4.4,378,"hair_care, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.2_1
CFC Yogya Kepatihan,"Jalan Kepatihan No.18, Balonggede",-6.9235708,107.6060729,OPERATIONAL,3.2,61,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Bebek Salero,"Jalan Dewi Sartika No.39, Balonggede",-6.922982,107.6061272,OPERATIONAL,3.8,916,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Es Teler 79,"Kings Shopping Centre Ground Floor No. 4-6, JL. Kepatihan, No. 11-17, Balong Gede Regol, 40251, Balonggede",-6.9232,107.60558,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Rumah Makan Padang USAHA BUNDA,"Jalan Dalem Kaum No.48-52, Basement MD Plaza, Balonggede",-6.922408,107.605772,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.2_1
HokBen Plaza King's,"Kings Shopping Center, Jalan Kepatihan No.11-17 Lantai 4, Balonggede",-6.9230989,107.6047362,OPERATIONAL,3.5,82,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.2_1
Warung Nasi Sederhana Rai Raka,"Jalan Raden Dewi Sartika No.97D, Pungkur",-6.9271048,107.6037927,OPERATIONAL,4.2,187,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.26.2_1
Foodlife GRIYA Batununggal,"Jalan Batununggal Indah I No.19 - 21, Batununggal",-6.9528411,107.6277415,OPERATIONAL,4.5,1593,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.6.1_1
D'Ayam Ketawa catering,"dekat Toko HJ OMI, Jalan Waas, Batununggal",-6.9518051,107.6260678,OPERATIONAL,4.3,15,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Toko Oleh - Oleh Khas Tempe Gila,"Jalan Sekelimus Tengah No.10, Batununggal",-6.9480688,107.6378798,OPERATIONAL,4.3,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Juice Preuneur,"Jalan Sekelimus Utara No.11, Batununggal",-6.9474196,107.63905,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Rumah Makan Khas Sunda Cibiuk,"Jalan Soekarno-Hatta No.508, Batununggal",-6.9467481,107.638547,OPERATIONAL,4.5,7013,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.6.1_1
Ayam Goreng & Roti bakar Bi-51,"Jalan Batu Indah Raya No.51A, Batununggal",-6.9527685,107.6324726,OPERATIONAL,3.7,3,"restaurant, meal_takeaway, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Cois Burger,"Jalan Batu Indah âª No.23, Batununggal",-6.9527219,107.6331403,OPERATIONAL,4,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Tiara Puspa Catering Service & Decoration,"Jalan Batu Indah XIV No.6, Batununggal",-6.9534836,107.6322735,OPERATIONAL,4.6,21,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Ayam JM,"Jalan Parakan Asri No.33, Batununggal",-6.9522242,107.6314238,OPERATIONAL,4.7,19,"restaurant, cafe, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Khaliqa Kitchen,Jalan Batu Indah XIV No.10,-6.9538704,107.6319731,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Seblak Jampe - Jampe,"Jalan Parakan Ayu Raya No.7, Batununggal",-6.9511181,107.6322833,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Jeruk peras murni,"Jalan Parakan Ayu Raya No.7, Batununggal",-6.9510698,107.6322054,OPERATIONAL,5,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
PEMPEK BENERAN,"Komplek Batu Indah Jalan Batu Indah IX No.2B, Batununggal",-6.952806,107.6341527,OPERATIONAL,4.3,24,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Paras 42,"Jalan Parakan Asri No.42, Batununggal",-6.952193,107.6304799,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Ayam Pengkolan,"Jalan Batununggal Indah Raya No.283, Batununggal",-6.9545895,107.6320059,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Resto,"2JWJ+H66, Jalan Batununggal Lestari V, Batununggal",-6.9535836,107.6305139,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Lontong Sayur Ayam Rendang Aceh,"Jalan Batununggal Indah Raya No.283, Batununggal",-6.9546489,107.6319223,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
Kedai Mojok Yuk..!,"Jalan Batununggal Indah Raya No.263, Batununggal",-6.9544456,107.6312887,OPERATIONAL,4.8,12,"cafe, store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.6.1_1
HDL 293 Seafood,"Jalan Gatot Subroto No.230, Binong",-6.9310102,107.6408746,OPERATIONAL,4.2,578,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.9.1_1
LexAt,"Gang Pangumbahan No.1 No.153/25, RT.2/RW.17",-6.9377906,107.6404453,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
Warung bu enyi,"3J6R+XF7, Gang Machpud, Binong",-6.9375861,107.641172,OPERATIONAL,5,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
Lotek Rujak Bu Sari,"Jalan Binong Jati No.137, Binong",-6.9377437,107.6401694,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
Juice Blend,"Jalan Binong Jati No.2 no.72, Binong",-6.9381782,107.6414178,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
Mie kocok ibu lilis,"Gang Wibawa Jalan Binong Jati No.54, RT.01/RW.04, Binong",-6.9376121,107.639844,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
home burger,"rt01, Jalan Binong Jati No.146, RW.04, Binong",-6.9372913,107.6400869,OPERATIONAL,4.7,59,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
Wardaff,"Jalan Binong Jati No.138, RT.01/RW.04, Binong",-6.9369696,107.6401877,OPERATIONAL,4.8,111,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.9.1_1
warung jajanan bu cucu,"Gang Mukti No.63 rt01, RW.04, Binong",-6.9375817,107.6395375,OPERATIONAL,5,7,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
ibro chicken roasted binong,"3J7R+7G6, Gang Sukamaju I, Binong",-6.9368406,107.64126,OPERATIONAL,3.7,3,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
"Kabobs - Premium Kebab, Kiaracondong","Jalan Ibrahim Adjie No.372a, Binong",-6.9386165,107.6421004,OPERATIONAL,4.6,1343,"cafe, restaurant, food, point_of_interest, establishment",2,IDN.9.14.9.1_1
Warung nasi bu dedah,Jalan Binong Jati RT.01/RW.04,-6.9377574,107.6392334,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.9.1_1
La Baraga Cafe,Jalan Braga No.54,-6.9176109,107.6094452,OPERATIONAL,4.6,643,"bar, night_club, cafe, restaurant, food, point_of_interest, establishment",2,IDN.9.14.29.2_1
Wendy's - Braga,"Jalan Braga No.99-101, Braga",-6.9169595,107.6091119,OPERATIONAL,4.2,1257,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.29.2_1
Ayam Djogja Kejaksaan,Jalan Kejaksaan No.5,-6.9184612,107.610049,OPERATIONAL,4.4,58,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.29.2_1
Dr. Ribs Barbeque,"GF Braga City Walk, JL. Braga, No. 99-101, Braga, Sumur Bandung, 40111 Bandung, Indonesia, Braga",-6.917083,107.608856,OPERATIONAL,3,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.29.2_1
Braga Permai,Jalan Braga No.58,-6.9173528,107.60951,OPERATIONAL,4.5,7033,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.29.2_1
Braga Art Cafe,Jalan Braga Indonesia No.68,-6.9170905,107.6093533,OPERATIONAL,4.5,1010,"cafe, restaurant, food, store, point_of_interest, establishment",2,IDN.9.14.29.2_1
Mie Jogja Pak Karso,"Jalan ABC No.103C, Braga",-6.9190876,107.607807,OPERATIONAL,4.4,304,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.29.2_1
Imperial Chinese Restaurant,"Landmark, Jalan Braga No.129, Braga",-6.915718,107.6087235,OPERATIONAL,4.5,956,"restaurant, food, point_of_interest, establishment",3,IDN.9.14.29.2_1
Outfitbyhanna,"Jalan Otto Iskandar Dinata No.99, Braga",-6.9180923,107.6044357,OPERATIONAL,4.2,23,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.29.2_1
Warung Nasi Ampera Otista 61,"Jalan Otto Iskandar Dinata No.61, Braga",-6.9169443,107.6045353,OPERATIONAL,4.3,1051,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.29.2_1
Mr Buyung Martabak,"Jalan Burangrang No.42, Burangrang",-6.9273747,107.619194,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.22.1_1
Rumah Lezat Simplisio,"Jalan Karapitan No.45, Burangrang",-6.9261399,107.6173089,OPERATIONAL,4.4,2564,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.22.1_1
CLD VN,"Jalan Beunteur No.1, Burangrang",-6.9340738,107.6189933,OPERATIONAL,4.1,30,"restaurant, store, food, point_of_interest, establishment",Unknown,IDN.9.14.22.1_1
dapur HAN,"Jalan Emong No.3, Burangrang",-6.9249714,107.617758,OPERATIONAL,4.1,20,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.22.1_1
Rumah Makan Khas Sunda Berkah,"Jalan Emong No.44, Burangrang",-6.9247632,107.6196107,CLOSED_TEMPORARILY,4.5,13,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.22.1_1
Buku Menu Resto,"Jalan Kancra Dalam I No.33, Lengkong",-6.9349556,107.6180691,OPERATIONAL,4.2,605,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.22.1_1
"Batagor Bloder, Asrama Kipal","Jalan Raya Cibeureum No.70, Campaka",-6.9022031,107.564278,OPERATIONAL,4.7,32,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Dapur alya,Jalan bukit barisan perum cendana tahap 3 blok e no 2,-6.9006296,107.5665802,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Batagor Mang Andi,"Gang Babakan Hegar No.41, Campaka",-6.9000305,107.5668857,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Warung goceng,"Gang Babakan Hegar No.35, Campaka",-6.9002304,107.567023,OPERATIONAL,1,1,"restaurant, food, store, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Warung Ceu Omah,"4H28+3HQ, Jalan Sapta Marga, Campaka",-6.8997769,107.5664796,OPERATIONAL,4.6,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Ikan bakar nila cobek,"4H28+4GF, Campaka",-6.8996872,107.5662936,OPERATIONAL,4.8,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Batagor Andi,"Jalan Sapta Marga No.45, Campaka",-6.8995105,107.5667487,OPERATIONAL,4,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Pisang keju nacka,Jalan Asrama Kipal,-6.9010206,107.5654345,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Kedai Hafinan,"Gang Babakan Hegar No.23, RT.03/RW.03, Campaka",-6.900655,107.5677506,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Basreng Kriuk Alan,"Jalan Asrama Kipal No.B-14, RT.005/RW.004, Campaka",-6.9015413,107.5658087,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Nasi uduk ema eti,"Jalan Asrama Kipal No.b14, Campaka",-6.9015404,107.565807,OPERATIONAL,5,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
CAKUE MINI ALAN,"Jalan Asrama Kipal Gang Kipal II No.B-14, Campaka",-6.9015478,107.5658049,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Ayam Goreng UT,"Jalan Sapta Marga Jalan Bojong Koneng No.21, Campaka",-6.8991282,107.5660965,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Seblak Poras,"4H28+55X, Jalan Sapta Marga, Campaka",-6.8995051,107.5654747,OPERATIONAL,4.8,40,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Ayam seuhah R.S.A cibereum,"3HX8+979, Campaka",-6.9015855,107.5657456,OPERATIONAL,5,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Warung Uwo ( Makanan Khas Palembang),"Jalan Asrama Kipal Gang Kipal II No.b23, RT.05/RW.04",-6.9017471,107.5654853,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Ayam Tulang Lunak Rawit Tujuh,"Jalan Sapta Marga No.74 blok C, Campaka",-6.8999702,107.5647918,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.1_1
Besok Jajan,"keluar, Gerbang Tol Pasir Koja",-6.9314523,107.5706368,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Mom's Recipe,"3HCC+46P, Caringin",-6.9296589,107.5705628,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Delisioco Food,"Jalan Cibuntu Barat No.87, Caringin",-6.9322197,107.5710289,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Mie Bakso Khan Setia,"Jalan Holis No.272-260, Caringin",-6.9300069,107.5730333,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Ayam Geprek Kekinian,"Komplek Bumi asri, Blok A kelurahan No.17, Gempolsari",-6.928511,107.5720406,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Warung Geprek Barokah,"Jalan Bojong Raya No.33A, Caringin",-6.9278647,107.5707493,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
KUY STEAK (Jalan Bojong),"Jalan Bojong Raya No.23, Caringin",-6.9279907,107.5715562,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Mr Kriuk Fried Chicken - Bojong Raya Caringin Bandung,"Jalan Bojong Raya No.23, Caringin",-6.9279907,107.5715562,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.7.1_1
Tiramisu and Coffee (Tn'C),"Jalan Sawah Kurung IV No.14, Ciateul",-6.9338926,107.6121192,OPERATIONAL,4.5,464,"cafe, restaurant, food, point_of_interest, establishment",2,IDN.9.14.26.3_1
Kantin 15,"Jalan Haji Samsudin No.15, Ciateul",-6.9329352,107.6084775,OPERATIONAL,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.3_1
HK Catering,"Jalan Sindang Palay No.23, Ciateul",-6.9334052,107.6093993,OPERATIONAL,4.7,15,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.3_1
Sari Raos,"Jalan Ibu Inggit Garnasih No.30A, Ciateul",-6.9315831,107.6039115,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.3_1
Nasi Kuning Pungkur 216,"Jalan Ancol Barat Jalan Pungkur No.216, Ciateul",-6.9325587,107.6143528,OPERATIONAL,4.5,1332,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.26.3_1
RM.MASAKAN PADANG SAMPING RAYA,"Jalan Haji Samsudin No.32, Ciateul",-6.934299,107.6082634,OPERATIONAL,4.6,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.3_1
Baso Makim (Cab. Jl Samsudin),"3J85+78C, Jalan Haji Samsudin, Ciateul",-6.9343058,107.6082693,OPERATIONAL,4.3,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.26.3_1
